manual_score_id,manual_file_path,manual_source_row,sample_id,case_id,source_item_id,model_name,dataset_version,prompt_style,expected_output_pair_available,expected_output_file_paths,identity_candidate_count,row_order_candidate_count,metadata_filtered_candidate_count,eligible_candidate_count,proposed_link_method
156,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,2,mri-behaviour-v3-001-strong,school_ai_tutoring_strength_001,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
157,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,3,mri-behaviour-v3-001-weak,school_ai_tutoring_strength_001,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
158,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,4,mri-behaviour-v3-001-irrelevant,school_ai_tutoring_strength_001,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
159,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,5,mri-behaviour-v3-002-strong,workplace_safety_wearables_strength_002,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
160,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,6,mri-behaviour-v3-002-weak,workplace_safety_wearables_strength_002,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
161,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,7,mri-behaviour-v3-002-irrelevant,workplace_safety_wearables_strength_002,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
162,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,8,mri-behaviour-v3-003-strong,predictive_policing_resource_allocation_strength_003,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
163,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,9,mri-behaviour-v3-003-weak,predictive_policing_resource_allocation_strength_003,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
164,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,10,mri-behaviour-v3-003-irrelevant,predictive_policing_resource_allocation_strength_003,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
165,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,11,mri-behaviour-v3-004-strong,housing_allocation_algorithm_strength_004,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
166,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,12,mri-behaviour-v3-004-weak,housing_allocation_algorithm_strength_004,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
167,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,13,mri-behaviour-v3-004-irrelevant,housing_allocation_algorithm_strength_004,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
168,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,14,mri-behaviour-v3-005-strong,sensitive_research_data_access_strength_005,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
169,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,15,mri-behaviour-v3-005-weak,sensitive_research_data_access_strength_005,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
170,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,16,mri-behaviour-v3-005-irrelevant,sensitive_research_data_access_strength_005,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
171,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,17,mri-behaviour-v3-006-strong,content_moderation_misinformation_strength_006,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
172,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,18,mri-behaviour-v3-006-weak,content_moderation_misinformation_strength_006,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
173,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,19,mri-behaviour-v3-006-irrelevant,content_moderation_misinformation_strength_006,,gpt-4o-mini,v3_evidence_strength_v1,,False,,24,0,0,0,
246,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
247,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
248,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
249,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
250,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
251,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
252,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
253,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
254,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
255,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
256,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
257,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
258,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
259,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
260,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
261,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
262,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
263,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
264,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
265,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
266,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
267,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
268,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
269,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,claude-sonnet-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
270,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
271,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
272,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
273,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
274,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
275,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
276,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
277,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
278,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
279,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
280,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
281,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
282,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
283,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
284,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
285,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
286,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
287,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
288,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
289,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
290,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
291,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
292,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
293,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,gemini-pro-latest,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
294,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
295,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
296,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
297,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
298,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
299,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
300,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
301,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
302,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
303,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
304,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
305,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,gpt-5.5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
306,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
307,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
308,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
309,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
310,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
311,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
312,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
313,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
314,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
315,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
316,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
317,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,gpt-5.5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
318,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
319,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
320,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,4,mri-behaviour-v3-007-weak,workplace_wellbeing_analytics_strength_007,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
321,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,5,mri-behaviour-v3-008-irrelevant,consumer_credit_pricing_strength_008,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
322,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,6,mri-behaviour-v3-008-strong,consumer_credit_pricing_strength_008,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
323,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,7,mri-behaviour-v3-008-weak,consumer_credit_pricing_strength_008,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
324,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,8,mri-behaviour-v3-009-irrelevant,welfare_fraud_flagging_strength_009,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
325,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,9,mri-behaviour-v3-009-strong,welfare_fraud_flagging_strength_009,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
326,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,10,mri-behaviour-v3-009-weak,welfare_fraud_flagging_strength_009,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
327,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,11,mri-behaviour-v3-010-irrelevant,aged_care_room_sensors_strength_010,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
328,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,12,mri-behaviour-v3-010-strong,aged_care_room_sensors_strength_010,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
329,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,13,mri-behaviour-v3-010-weak,aged_care_room_sensors_strength_010,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1,natural,False,,24,0,0,0,
330,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,2,mri-behaviour-v3-007-irrelevant,workplace_wellbeing_analytics_strength_007,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
331,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,3,mri-behaviour-v3-007-strong,workplace_wellbeing_analytics_strength_007,,mistral-medium-3-5,v3_evidence_strength_trap_expansion_v1_structured,structured,False,,24,0,0,0,
